claim_id,person_id,age,sex,state,benefit_type,years_contributed,prior_claim_count,prior_denial_count,overpayment_flag,has_representative,filing_channel,employment_status,suspicious_ip_flag,bank_country_match_flag,doc_inconsistency_count,days_since_last_claim,claim_amount,monthly_benefit,is_fraud
CLM103083,PID53083,71,M,CA,Disability,16,3,0,0,0,Online,Employed,0,1,1,1894,861.24,39.29,0
CLM103084,PID53084,41,M,CA,Retirement,45,3,1,0,0,Online,Disabled,0,1,0,2581,1310.12,106.6,0
CLM103085,PID53085,46,M,VA,Retirement,32,1,0,1,1,Online,Retired,0,1,0,565,915.29,31.14,0
CLM103086,PID53086,60,M,NY,Retirement,30,1,1,0,1,Phone,Employed,0,1,0,2658,1233.03,123.33,0
CLM103087,PID53087,42,F,VA,Retirement,26,1,0,0,0,Online,Employed,0,1,1,2730,707.6,49.87,0
CLM103088,PID53088,77,F,AZ,Retirement,16,2,0,0,0,Online,Unemployed,1,0,0,834,725.14,22.09,1
CLM103089,PID53089,82,F,NJ,Retirement,10,0,0,0,0,Online,Employed,0,1,1,958,823.06,23.66,0
CLM103090,PID53090,45,F,NC,Retirement,35,3,0,0,0,FieldOffice,Employed,0,1,0,413,1036.41,29.37,0
CLM103091,PID53091,33,M,TX,Disability,42,1,1,0,0,Phone,Retired,0,1,1,2372,2275.39,165.33,0
CLM103092,PID53092,64,M,FL,Retirement,32,1,0,0,1,FieldOffice,Unemployed,0,1,2,1900,894.17,38.65,0
CLM103093,PID53093,75,M,AZ,SSI,20,1,0,0,1,Online,Unemployed,0,1,1,3547,1016.21,49.69,0
CLM103094,PID53094,44,F,NJ,Retirement,21,1,0,1,0,Online,Employed,0,1,0,424,945.46,34.47,0
CLM103095,PID53095,70,M,AZ,Disability,32,2,0,0,1,FieldOffice,Employed,0,1,0,3348,1418.02,65.67,0
CLM103096,PID53096,59,M,MI,Survivors,24,0,0,0,1,Mail,Retired,0,0,0,2277,1167.39,48.35,0
CLM103097,PID53097,76,F,IL,Retirement,23,0,0,1,0,FieldOffice,Retired,0,1,2,2323,1155.11,49.48,0
CLM103098,PID53098,64,M,IL,Disability,20,5,1,0,0,FieldOffice,Retired,0,1,1,406,1232.47,93.28,0
CLM103099,PID53099,51,F,PA,Survivors,18,1,1,0,1,Online,Employed,0,1,0,137,1205.17,37.83,1
CLM103100,PID53100,54,F,VA,Retirement,24,3,1,0,0,Mail,Retired,0,1,1,1146,1341.22,131.27,0
CLM103101,PID53101,23,M,WA,SSI,9,2,1,0,0,Online,Employed,0,1,1,1259,322.65,23.46,0
CLM103102,PID53102,24,M,NJ,Retirement,31,0,0,0,1,Online,Employed,0,1,0,410,1115.99,58.27,0
CLM103103,PID53103,42,F,NJ,Retirement,6,1,0,1,1,Phone,Unemployed,1,1,2,1212,688.67,52.01,0
CLM103104,PID53104,50,F,IL,Disability,36,1,0,0,0,Phone,Retired,0,1,0,2935,2042.41,119.58,0
CLM103105,PID53105,72,M,IL,Retirement,20,0,0,0,0,Mail,Disabled,0,1,0,669,1189.33,34.04,1
CLM103106,PID53106,75,M,NJ,Disability,24,0,0,0,0,Phone,Disabled,0,1,0,3106,1542.74,170.14,0
CLM103107,PID53107,24,M,AZ,Survivors,31,2,1,1,1,Online,Employed,0,1,1,3428,1767.7,60.35,0
CLM103108,PID53108,74,F,OH,SSI,22,0,0,0,0,Phone,Unemployed,0,1,0,1653,1292.34,92.84,0
CLM103109,PID53109,29,F,PA,Disability,18,0,0,1,0,Online,Retired,0,1,1,125,894.53,56.58,0
CLM103110,PID53110,33,F,VA,SSI,28,1,0,0,0,FieldOffice,Retired,0,1,0,1243,1003.12,35.9,0
CLM103111,PID53111,60,F,VA,Retirement,45,1,0,0,0,Online,Unemployed,0,1,0,3036,1791.72,196.11,1
CLM103112,PID53112,24,F,AZ,Retirement,33,2,0,1,1,Online,Employed,0,1,1,417,1817.93,125.5,0
CLM103113,PID53113,68,F,NC,Disability,17,2,1,0,1,Phone,Retired,0,1,1,3226,902.43,79.31,0
CLM103114,PID53114,49,M,LA,Disability,21,1,0,0,1,FieldOffice,Retired,0,1,1,679,1133.22,48.05,0
CLM103115,PID53115,25,F,TX,Disability,20,0,0,0,0,FieldOffice,Retired,0,1,3,273,1328.47,41.99,0
CLM103116,PID53116,89,M,VA,Disability,15,0,0,0,1,Mail,Retired,0,1,1,906,855.32,29.15,0
CLM103117,PID53117,62,F,CA,Retirement,31,2,0,0,1,Online,Retired,0,1,3,3252,1478.6,90.17,0
CLM103118,PID53118,76,F,CA,Disability,22,1,0,1,1,Phone,Unemployed,0,1,0,3372,1443.68,44.15,0
CLM103119,PID53119,21,F,FL,SSI,28,0,0,0,0,Phone,Employed,0,1,2,370,1085.38,51.59,0
CLM103120,PID53120,84,F,TX,Disability,0,1,1,0,0,FieldOffice,Employed,0,1,0,600,1112.63,32.97,0
CLM103121,PID53121,46,F,PA,Retirement,32,2,1,0,0,FieldOffice,Retired,0,1,0,1842,1392.9,136.21,0
CLM103122,PID53122,46,M,WA,Disability,19,1,0,0,1,Online,Retired,0,1,0,3292,1502.65,47.59,0
CLM103123,PID53123,45,M,WA,Retirement,15,0,0,0,1,Phone,Retired,0,1,0,1714,681.81,39.22,0
CLM103124,PID53124,61,F,GA,Survivors,12,1,0,0,0,Mail,Retired,0,1,0,1532,571.11,22.26,0
CLM103125,PID53125,21,F,NC,Retirement,16,0,0,0,1,Mail,Retired,0,1,0,1961,593.5,21.55,0
CLM103126,PID53126,26,M,LA,Retirement,21,1,0,0,0,FieldOffice,Employed,0,1,1,1215,1059.33,77.97,0
CLM103127,PID53127,22,M,NJ,Retirement,34,4,0,0,0,Online,Employed,0,1,0,1606,1473.25,69.14,0
CLM103128,PID53128,73,F,AZ,Retirement,21,1,0,0,1,FieldOffice,Employed,0,1,0,496,1415.08,66.52,0
CLM103129,PID53129,67,M,NC,Disability,35,2,0,0,0,Online,Unemployed,0,1,1,131,2201.29,94.57,0
CLM103130,PID53130,32,M,MI,Retirement,28,0,0,0,0,Online,Employed,0,0,0,2671,839.39,31.27,0
CLM103131,PID53131,49,M,FL,Survivors,43,2,1,0,0,Online,Employed,0,1,0,1367,2224.89,107.27,0
CLM103132,PID53132,45,M,VA,Disability,20,2,0,1,0,FieldOffice,Retired,0,1,0,3322,1677.61,207.39,0
CLM103133,PID53133,39,M,WA,Retirement,29,2,0,0,0,FieldOffice,Employed,0,1,1,2782,1118.75,67.51,0
CLM103134,PID53134,34,M,TX,Disability,37,1,0,0,0,FieldOffice,Retired,0,0,1,3063,1606.48,44.96,0
CLM103135,PID53135,76,F,CA,Disability,31,0,0,0,1,Online,Employed,0,1,0,2154,1903.48,105.62,1
CLM103136,PID53136,88,M,OH,Disability,23,0,0,0,0,Mail,Unemployed,0,1,1,193,1065.71,38.3,1
CLM103137,PID53137,74,M,NC,Disability,20,1,0,0,1,Phone,Employed,0,1,0,141,1161.59,38.22,1
CLM103138,PID53138,43,M,NY,Retirement,6,1,0,0,1,FieldOffice,Employed,0,1,0,1623,909.47,40.51,0
CLM103139,PID53139,42,M,AZ,Disability,23,0,0,0,0,FieldOffice,Employed,0,1,1,209,952.98,87.35,0
CLM103140,PID53140,27,F,PA,Retirement,16,0,0,0,1,Online,Unemployed,0,1,1,3117,932.4,27.13,1
CLM103141,PID53141,62,F,IL,Disability,20,1,0,0,0,Mail,Retired,0,1,0,3618,810.45,46.3,0
CLM103142,PID53142,28,F,IL,SSI,26,2,0,0,0,Online,Disabled,0,1,0,657,550.17,22.72,0
CLM103143,PID53143,70,F,WA,Retirement,9,3,0,0,1,Mail,Employed,0,1,0,3273,1224.13,88.41,0
CLM103144,PID53144,89,F,TX,Disability,15,1,0,0,1,Mail,Retired,0,1,1,236,1174.47,33.89,0
CLM103145,PID53145,85,M,AZ,Retirement,29,1,1,0,0,Online,Employed,0,1,0,287,1505.84,60.9,0
CLM103146,PID53146,45,F,GA,Retirement,12,2,0,0,0,Online,Retired,0,1,0,3308,1035.59,50.04,0
CLM103147,PID53147,82,M,LA,Disability,25,1,0,0,0,Online,Unemployed,0,1,0,29,1119.19,46.18,0
CLM103148,PID53148,66,M,FL,Disability,11,1,1,1,0,Online,Employed,0,1,0,2043,1550.38,48.95,0
CLM103149,PID53149,64,F,NC,Retirement,30,2,1,0,1,FieldOffice,Employed,0,1,0,3069,804.9,62.81,0
CLM103150,PID53150,69,F,CA,Retirement,32,0,0,0,0,Online,Employed,0,1,1,1215,1782.06,61.17,0
CLM103151,PID53151,71,M,TX,Survivors,37,0,0,0,0,Mail,Employed,0,1,2,2881,958.18,104.45,0
CLM103152,PID53152,77,M,GA,Retirement,37,1,0,0,0,Online,Retired,0,1,1,256,2153.61,100.05,0
CLM103153,PID53153,74,M,OH,Retirement,28,3,2,0,0,Phone,Retired,0,1,0,897,887.95,32.74,0
CLM103154,PID53154,64,M,NC,Survivors,7,0,0,0,1,Phone,Retired,0,1,0,2738,693.01,32.28,0
CLM103155,PID53155,48,M,TX,SSI,25,0,0,0,0,Online,Unemployed,0,0,0,2301,985.27,32.31,0
CLM103156,PID53156,63,M,OH,Retirement,30,1,1,0,0,Phone,Retired,0,1,1,2708,1679.82,51.98,0
CLM103157,PID53157,43,M,AZ,Survivors,26,4,1,0,0,Online,Employed,0,1,0,2460,1230.38,38.3,0
CLM103158,PID53158,22,M,FL,Retirement,42,1,0,0,1,Phone,Unemployed,0,1,1,3471,1135.85,61.95,0
CLM103159,PID53159,69,M,NC,Retirement,38,0,0,0,0,Online,Employed,0,1,0,1667,1770.52,64.1,0
CLM103160,PID53160,71,F,TX,Survivors,25,1,0,0,0,Online,Unemployed,0,1,0,3472,1142.38,133.83,0
CLM103161,PID53161,50,M,WA,SSI,32,1,1,0,0,Online,Retired,0,1,0,2436,1061.81,102.93,0
CLM103162,PID53162,67,F,FL,Retirement,10,0,0,1,0,FieldOffice,Retired,1,1,2,2884,690.96,31.8,1
CLM103163,PID53163,55,M,IL,Retirement,27,3,2,0,1,Online,Employed,0,1,2,376,1382.53,74.06,0
CLM103164,PID53164,44,F,VA,Retirement,12,2,0,0,0,Online,Disabled,0,1,1,1566,580.92,47.57,0
CLM103165,PID53165,32,F,AZ,Retirement,23,1,0,0,0,Online,Employed,0,1,1,1411,904.18,58.52,0
CLM103166,PID53166,78,F,FL,Disability,18,3,0,0,0,Mail,Unemployed,0,1,0,3096,1987.09,82.76,0
CLM103167,PID53167,38,F,NJ,Disability,18,3,1,0,1,Online,Unemployed,0,1,1,2301,1115.85,110.07,0
CLM103168,PID53168,63,F,NY,Disability,17,1,0,0,1,Online,Retired,0,1,0,1538,1504.26,48.99,0
CLM103169,PID53169,86,M,PA,Disability,21,0,0,0,0,Mail,Retired,1,1,1,2265,1443.45,71.28,0
CLM103170,PID53170,23,F,CA,Survivors,19,0,0,0,0,Phone,Employed,0,1,0,423,1262.71,46.92,0
CLM103171,PID53171,55,F,MI,Retirement,31,1,0,0,1,FieldOffice,Employed,1,0,0,1145,1048.33,32.6,1
CLM103172,PID53172,79,F,WA,Disability,22,3,0,0,1,FieldOffice,Employed,0,1,0,939,1507.26,108.38,0
CLM103173,PID53173,79,M,IL,SSI,25,2,0,0,1,Phone,Retired,0,1,0,1064,1183.06,44.54,0
CLM103174,PID53174,63,F,MI,Retirement,28,0,0,0,0,Phone,Retired,1,1,0,1867,791.09,61.98,0
CLM103175,PID53175,30,F,NC,Survivors,28,1,0,0,1,Mail,Employed,0,1,0,1692,1361.07,118.29,0
CLM103176,PID53176,20,F,FL,Disability,14,3,1,0,1,FieldOffice,Unemployed,0,1,0,189,1373.87,90.37,0
CLM103177,PID53177,23,M,FL,Retirement,22,0,0,0,0,FieldOffice,Unemployed,0,1,1,2046,1041.61,100.18,0
CLM103178,PID53178,25,F,IL,Retirement,27,2,0,0,0,Online,Unemployed,0,1,1,2112,1571.71,68.06,0
CLM103179,PID53179,61,F,IL,Disability,16,1,0,0,0,Online,Retired,0,1,1,3310,1430.28,45.76,0
CLM103180,PID53180,50,F,LA,Disability,15,2,1,0,0,Phone,Retired,0,1,1,2119,826.65,56.75,0
CLM103181,PID53181,67,M,PA,Disability,13,4,0,0,1,FieldOffice,Employed,1,1,0,3114,1741.76,53.96,0
CLM103182,PID53182,28,F,IL,Retirement,27,1,0,0,1,FieldOffice,Retired,0,1,1,2383,1538.22,134.68,0
CLM103183,PID53183,45,M,IL,Disability,22,2,0,0,1,FieldOffice,Retired,0,0,0,2719,1136.61,114.5,0
CLM103184,PID53184,87,F,VA,Retirement,23,1,1,0,0,FieldOffice,Employed,0,1,1,181,1291.34,88.28,0
CLM103185,PID53185,58,F,MI,Retirement,7,1,0,0,0,Online,Employed,0,1,0,2257,502.91,14.44,0
CLM103186,PID53186,33,F,PA,Retirement,26,1,0,0,0,FieldOffice,Employed,0,1,0,662,1296.89,53.87,0
CLM103187,PID53187,85,F,TX,Disability,26,0,0,0,1,FieldOffice,Unemployed,0,1,2,2918,1135.42,45.92,0
CLM103188,PID53188,65,F,FL,Retirement,28,0,0,0,0,Online,Employed,0,1,0,3209,1306.45,42.03,0
CLM103189,PID53189,73,F,FL,Retirement,39,0,0,0,0,Online,Unemployed,0,1,1,2426,1463.05,58.56,0
CLM103190,PID53190,81,F,IL,Retirement,17,1,1,0,1,Phone,Disabled,0,1,1,3270,746.91,30.25,0
CLM103191,PID53191,76,M,NJ,Retirement,30,1,0,0,0,Mail,Retired,0,1,1,860,1097.68,125.81,0
CLM103192,PID53192,79,M,NJ,Retirement,28,3,0,0,1,FieldOffice,Unemployed,1,1,0,1125,1345.37,45.67,0
CLM103193,PID53193,28,F,PA,Disability,30,0,0,0,1,FieldOffice,Retired,0,1,1,921,1016.71,55.18,0
CLM103194,PID53194,35,M,LA,Disability,22,2,0,0,0,Online,Retired,0,1,0,1180,1613.61,63.65,0
CLM103195,PID53195,36,M,IL,Disability,33,1,0,0,0,Phone,Employed,0,1,0,2098,1105.76,45.55,1
CLM103196,PID53196,72,M,AZ,Disability,18,2,1,0,1,Phone,Unemployed,0,1,0,2639,1045.48,31.02,0
CLM103197,PID53197,43,F,AZ,Retirement,20,3,1,0,1,Online,Unemployed,0,1,0,1856,616.62,21.89,0
CLM103198,PID53198,23,M,LA,SSI,23,1,0,0,1,Online,Unemployed,0,1,0,298,1220.77,132.7,0
CLM103199,PID53199,21,F,PA,Retirement,23,0,0,0,0,Online,Unemployed,0,1,0,1187,620.03,25.76,0
CLM103200,PID53200,46,F,MI,Disability,29,1,0,0,0,FieldOffice,Retired,0,1,0,2701,1702.56,170.27,0
CLM103201,PID53201,76,F,FL,SSI,28,1,1,0,0,FieldOffice,Unemployed,1,1,0,2084,1463.08,81.49,1
CLM103202,PID53202,34,F,LA,Disability,28,0,0,0,0,Online,Disabled,0,1,0,3037,1477.11,61.88,0
CLM103203,PID53203,60,F,NY,Retirement,38,3,1,0,0,FieldOffice,Retired,0,1,1,1891,1318.1,67.97,0
CLM103204,PID53204,83,F,GA,Retirement,23,2,1,0,0,Phone,Disabled,0,1,0,3614,1017.37,65.8,0
CLM103205,PID53205,51,M,NY,Retirement,36,2,1,0,0,Mail,Employed,0,1,1,561,1459.98,127.13,0
CLM103206,PID53206,25,F,LA,Disability,14,0,0,0,1,Online,Retired,0,1,3,1227,1348.39,165.19,1
CLM103207,PID53207,30,F,MI,Disability,24,2,0,0,0,Online,Employed,0,1,0,1971,1568.46,67.12,0
CLM103208,PID53208,25,F,NC,Disability,24,1,1,0,1,Online,Employed,0,1,0,707,1209.35,37.34,0
CLM103209,PID53209,82,F,WA,Retirement,12,1,0,0,0,Online,Unemployed,0,1,0,1804,882.7,61.62,0
CLM103210,PID53210,60,M,IL,Survivors,25,1,1,0,0,Online,Disabled,0,1,1,1759,696.13,71.42,0
CLM103211,PID53211,56,M,GA,Disability,26,1,1,0,0,Mail,Employed,0,1,1,497,1940.59,210.5,0
CLM103212,PID53212,76,F,NY,Retirement,31,3,1,0,0,FieldOffice,Unemployed,0,1,0,189,1808.61,71.36,0
CLM103213,PID53213,61,F,NC,Retirement,30,0,0,1,1,Online,Retired,0,1,0,3540,1532.67,72.88,0
CLM103214,PID53214,26,M,NC,Disability,12,3,0,0,0,Online,Retired,0,1,0,2411,1463.24,103.9,0
CLM103215,PID53215,54,F,MI,Disability,37,1,0,0,0,Online,Employed,0,1,0,3429,2144.75,166.78,1
CLM103216,PID53216,53,M,AZ,Retirement,20,1,0,0,0,Online,Retired,0,1,0,213,1296.64,49.11,0
CLM103217,PID53217,45,F,VA,Retirement,19,2,0,0,0,Online,Employed,0,1,1,1419,1075.04,39.87,0
CLM103218,PID53218,59,F,VA,Disability,30,1,1,0,1,FieldOffice,Retired,0,0,2,1947,1251.71,38.71,0
CLM103219,PID53219,60,F,OH,Retirement,34,1,0,0,1,FieldOffice,Employed,0,1,1,514,1220.86,150.85,0
CLM103220,PID53220,59,F,WA,Retirement,20,3,1,0,0,Mail,Retired,0,1,0,20,1200.83,43.07,0
CLM103221,PID53221,83,F,OH,Survivors,25,0,0,0,1,Phone,Retired,0,1,0,803,1380.45,41.49,0
CLM103222,PID53222,72,M,AZ,Disability,34,0,0,0,0,Mail,Disabled,0,1,0,2081,1523.7,49.77,0
CLM103223,PID53223,89,M,LA,Disability,16,1,0,0,0,FieldOffice,Unemployed,1,1,1,2144,1233.21,39.65,0
CLM103224,PID53224,65,M,NC,Disability,0,0,0,0,1,Online,Employed,0,1,0,1998,1009.89,48.81,0
CLM103225,PID53225,39,M,GA,Disability,30,2,0,0,0,Online,Retired,0,1,2,3330,1524.62,166.54,0
CLM103226,PID53226,44,F,WA,Disability,34,0,0,0,0,Mail,Retired,0,1,0,877,2141.8,139.3,0
CLM103227,PID53227,84,M,MI,SSI,9,1,0,0,1,FieldOffice,Retired,1,1,0,1528,782.37,86.2,0
CLM103228,PID53228,30,F,NY,Retirement,25,1,0,0,0,FieldOffice,Retired,0,1,0,3259,1169.83,49.88,0
CLM103229,PID53229,62,M,AZ,Retirement,20,1,0,0,0,Mail,Retired,0,1,0,1908,1412.4,52.57,0
CLM103230,PID53230,27,F,VA,Retirement,26,1,0,0,0,FieldOffice,Disabled,0,1,3,1644,724.98,20.51,0
CLM103231,PID53231,26,M,PA,Disability,4,1,0,0,1,Online,Employed,0,1,0,3321,806.58,29.42,0
CLM103232,PID53232,71,M,LA,Disability,12,1,1,0,0,FieldOffice,Retired,0,1,1,1858,819.09,24.86,0
CLM103233,PID53233,44,F,PA,Retirement,29,1,0,0,0,Online,Unemployed,0,1,2,1956,1503.58,143.48,0
CLM103234,PID53234,51,F,IL,Retirement,24,1,0,0,0,Mail,Unemployed,0,1,1,2372,1186.94,38.0,0
CLM103235,PID53235,18,F,NY,Retirement,40,0,0,0,1,FieldOffice,Employed,0,1,0,3278,1333.34,89.61,0
CLM103236,PID53236,49,F,GA,Retirement,31,1,0,0,1,FieldOffice,Retired,0,1,0,837,1156.49,90.98,0
CLM103237,PID53237,88,M,OH,SSI,15,0,0,0,0,Online,Employed,0,1,1,1530,599.25,16.75,0
CLM103238,PID53238,84,M,FL,Disability,32,3,0,0,0,Online,Employed,0,1,1,3424,1377.38,80.17,0
CLM103239,PID53239,37,F,PA,Retirement,42,1,0,0,0,Online,Employed,0,1,0,1555,1915.01,114.82,1
CLM103240,PID53240,52,F,IL,Retirement,24,1,0,1,0,Online,Employed,0,1,0,2108,1412.5,45.99,0
CLM103241,PID53241,34,M,CA,Retirement,29,3,1,0,0,FieldOffice,Employed,0,1,1,463,1592.99,64.73,0
CLM103242,PID53242,35,F,TX,Disability,33,1,0,0,1,Online,Unemployed,0,1,0,114,958.72,87.07,0
CLM103243,PID53243,62,F,CA,Disability,23,0,0,1,1,Online,Employed,0,1,0,3204,961.46,43.58,0
CLM103244,PID53244,70,M,GA,SSI,4,2,1,0,0,FieldOffice,Employed,0,1,0,2282,558.93,17.51,0
CLM103245,PID53245,85,M,GA,Disability,31,2,0,0,1,FieldOffice,Disabled,0,1,0,2157,1630.1,66.82,0
CLM103246,PID53246,82,F,IL,Disability,33,1,0,0,0,FieldOffice,Unemployed,0,1,0,76,1405.7,46.93,0
CLM103247,PID53247,18,F,MI,Survivors,40,3,2,0,1,Online,Unemployed,0,1,1,1660,2135.74,247.99,0
CLM103248,PID53248,75,M,NC,Disability,14,3,1,0,0,FieldOffice,Retired,0,1,0,1292,1769.03,60.72,0
CLM103249,PID53249,43,M,FL,Retirement,14,3,0,0,0,Online,Retired,0,1,1,2534,541.78,17.59,1
CLM103250,PID53250,37,M,CA,Disability,18,1,1,1,1,Online,Unemployed,0,1,1,1425,1418.51,90.21,0
CLM103251,PID53251,27,F,VA,Disability,23,1,0,0,1,FieldOffice,Employed,0,1,0,657,990.98,47.86,0
CLM103252,PID53252,76,M,VA,Disability,30,0,0,0,1,Online,Retired,0,1,0,505,2383.66,95.02,1
CLM103253,PID53253,58,M,FL,Retirement,14,2,0,0,1,Phone,Employed,0,1,0,2073,985.46,36.0,0
CLM103254,PID53254,22,M,OH,Retirement,34,3,0,0,1,Phone,Employed,0,1,2,504,840.75,39.38,0
CLM103255,PID53255,82,M,LA,Retirement,34,2,1,0,0,Online,Retired,0,1,1,488,915.0,26.12,0
CLM103256,PID53256,34,F,TX,Retirement,34,2,1,0,0,Online,Retired,0,1,1,2900,1136.52,49.37,0
CLM103257,PID53257,39,M,TX,SSI,22,3,0,0,0,Online,Retired,1,0,1,1037,903.77,42.41,0
CLM103258,PID53258,58,F,PA,Disability,3,1,0,0,0,FieldOffice,Retired,0,1,1,1963,860.58,31.65,0
CLM103259,PID53259,85,F,GA,Disability,41,0,0,0,0,Online,Retired,0,1,0,2682,2017.93,79.45,0
CLM103260,PID53260,86,M,NY,Disability,19,0,0,0,1,Mail,Unemployed,0,1,1,2434,1731.7,48.19,0
CLM103261,PID53261,28,M,OH,Disability,32,0,0,0,0,Online,Employed,0,1,1,3119,1960.17,209.55,0
CLM103262,PID53262,73,M,NC,SSI,26,2,1,0,0,FieldOffice,Unemployed,0,1,2,2105,857.31,81.79,1
CLM103263,PID53263,68,F,NJ,Retirement,36,0,0,0,0,Phone,Employed,0,1,0,1273,958.87,32.96,0
CLM103264,PID53264,38,F,AZ,Disability,24,0,0,0,1,Online,Disabled,0,1,2,69,845.28,86.57,0
CLM103265,PID53265,43,M,GA,Retirement,26,1,0,0,1,Mail,Employed,0,1,0,2332,1498.84,69.13,0
CLM103266,PID53266,36,F,LA,Survivors,27,0,0,1,1,Online,Retired,0,1,0,963,1229.85,35.59,1
CLM103267,PID53267,77,M,VA,Survivors,29,2,0,0,0,FieldOffice,Disabled,0,1,0,1090,1260.43,127.0,0
CLM103268,PID53268,88,F,GA,SSI,13,0,0,0,0,FieldOffice,Employed,0,1,0,1617,992.92,51.94,0
CLM103269,PID53269,64,M,LA,Retirement,44,2,0,0,0,FieldOffice,Retired,0,0,0,3627,2106.4,113.03,0
CLM103270,PID53270,88,F,FL,Retirement,24,1,0,0,1,FieldOffice,Retired,1,1,0,65,1487.29,47.91,0
CLM103271,PID53271,43,M,TX,Retirement,31,1,0,0,1,Online,Unemployed,0,1,0,780,769.9,50.72,0
CLM103272,PID53272,57,M,NJ,Disability,40,2,1,0,0,FieldOffice,Employed,1,1,0,2697,2377.02,72.04,0
CLM103273,PID53273,22,F,CA,Disability,25,0,0,0,0,Phone,Unemployed,0,1,0,3327,1303.81,54.44,0
CLM103274,PID53274,38,M,PA,Retirement,15,1,0,0,1,Phone,Employed,0,1,1,1586,836.6,23.31,0
CLM103275,PID53275,21,M,IL,Disability,15,5,0,0,1,Online,Retired,0,1,0,3536,1507.22,74.74,0
CLM103276,PID53276,40,M,PA,Retirement,21,0,0,0,0,Mail,Retired,0,1,4,2745,1315.13,109.28,0
CLM103277,PID53277,32,M,OH,Survivors,28,0,0,0,1,Online,Employed,0,1,0,2363,1562.87,77.24,0
CLM103278,PID53278,25,F,GA,Retirement,29,2,0,0,0,Online,Retired,0,1,1,827,738.55,26.23,0
CLM103279,PID53279,58,F,NC,Retirement,36,3,0,0,1,FieldOffice,Unemployed,0,1,1,3109,1393.24,134.35,0
CLM103280,PID53280,36,F,NC,Disability,10,1,0,0,0,Online,Retired,0,1,3,3498,1312.12,75.22,0
CLM103281,PID53281,63,F,LA,Disability,27,1,0,0,1,Online,Retired,0,1,0,44,1758.38,50.32,1
CLM103282,PID53282,45,F,PA,Retirement,31,1,1,0,0,FieldOffice,Retired,0,1,0,2583,1820.69,54.8,0
CLM103283,PID53283,85,M,PA,Survivors,31,2,2,0,1,Phone,Employed,0,1,0,3141,1391.81,39.64,0
CLM103284,PID53284,32,F,VA,Disability,1,0,0,0,1,Online,Retired,0,1,0,2427,994.28,29.57,1
CLM103285,PID53285,54,F,NJ,Survivors,21,2,1,0,1,FieldOffice,Retired,0,1,0,3184,1403.05,41.05,0
CLM103286,PID53286,18,F,NY,Survivors,33,0,0,0,1,Online,Retired,0,1,0,3316,1154.3,44.01,0
CLM103287,PID53287,84,M,VA,Disability,17,3,1,0,1,FieldOffice,Employed,0,1,1,1059,813.15,77.97,0
CLM103288,PID53288,41,M,MI,SSI,13,3,1,0,0,FieldOffice,Retired,0,1,0,1083,430.37,22.52,0
CLM103289,PID53289,44,F,GA,Survivors,31,3,0,0,0,Phone,Retired,0,1,0,1149,1266.58,35.43,0
CLM103290,PID53290,57,M,CA,SSI,28,2,0,0,1,Online,Employed,0,1,0,663,1214.41,62.12,1
CLM103291,PID53291,80,F,PA,Survivors,27,1,0,0,0,Phone,Retired,0,1,2,3181,1271.88,55.98,0
CLM103292,PID53292,78,M,OH,Survivors,19,2,0,0,0,Phone,Retired,0,1,0,305,1184.35,83.76,0
CLM103293,PID53293,53,M,LA,Disability,12,0,0,0,0,Phone,Unemployed,0,1,0,1739,1405.58,88.92,0
CLM103294,PID53294,41,F,MI,Retirement,34,2,0,0,0,Online,Employed,0,1,2,3403,1042.76,37.21,0
CLM103295,PID53295,41,M,NJ,SSI,45,3,1,1,1,Phone,Retired,0,1,2,1173,2009.64,61.01,0
CLM103296,PID53296,21,M,WA,Disability,9,0,0,0,0,Online,Employed,0,1,1,2616,644.26,47.12,0
CLM103297,PID53297,84,F,NC,Retirement,35,0,0,0,1,Phone,Unemployed,0,1,1,1287,1558.07,53.89,0
CLM103298,PID53298,51,M,NJ,Retirement,23,1,1,1,0,Online,Employed,0,1,1,1269,1041.34,110.67,0
CLM103299,PID53299,74,F,LA,Disability,28,0,0,0,0,Online,Unemployed,0,1,1,689,1620.05,101.81,0
CLM103300,PID53300,66,F,MI,Disability,24,0,0,0,1,Online,Retired,0,1,0,922,1773.62,101.52,0
CLM103301,PID53301,70,F,OH,Retirement,45,4,1,0,0,FieldOffice,Disabled,0,1,0,2792,1489.32,113.15,0
CLM103302,PID53302,40,F,MI,Retirement,17,1,0,0,0,Online,Employed,0,1,0,2235,886.15,64.3,0
CLM103303,PID53303,86,F,LA,Disability,19,2,0,0,1,Online,Retired,0,1,1,372,1203.68,69.01,0
CLM103304,PID53304,70,M,GA,Retirement,26,0,0,0,1,Phone,Employed,1,1,0,2175,1862.26,78.46,0
CLM103305,PID53305,79,F,NC,Disability,31,0,0,0,1,Online,Retired,0,1,0,969,1414.66,95.38,0
CLM103306,PID53306,58,F,OH,Disability,38,4,2,0,0,Phone,Retired,0,1,0,1583,1331.24,46.59,0
CLM103307,PID53307,74,F,NJ,Disability,30,0,0,1,0,Mail,Unemployed,0,1,1,3079,1216.0,40.17,0
CLM103308,PID53308,77,M,NJ,Retirement,27,1,0,0,1,Online,Unemployed,0,1,0,2570,1252.5,50.27,0
CLM103309,PID53309,71,M,NY,Retirement,21,1,0,0,1,FieldOffice,Unemployed,0,1,0,1840,967.02,45.07,0
